Part_Desc_,Rework,Work_Order_Qty,Case ID,label,Activity,Resource,Report_Type,Resource.1,Qty_Completed,Qty_for_MRB,activity_duration,Complete Timestamp,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases,concept:name,time:timestamp,@@index,@@case_index,case:concept:name,case:label
Housing,missing,400,Case32,deviant,Turning & Milling Q.C.,ID4493,D,Quality Check 1,0,0,347.0,2012-01-27 18:00:00+00:00,1080,1,4,18,305.0,4455.0,8,32,Turning & Milling Q.C.,2012-01-27 18:00:00+00:00,1759,151,Case32,true
Housing,missing,400,Case32,deviant,Turning & Milling - Machine 5,ID4794,D,Machine 5 - Turning & Milling,30,0,601.0,2012-01-28 22:11:00+00:00,1331,1,5,22,1691.0,6146.0,9,32,Turning & Milling - Machine 5,2012-01-28 22:11:00+00:00,1760,151,Case32,true
Housing,missing,400,Case32,deviant,Turning & Milling - Machine 5,ID4794,D,Machine 5 - Turning & Milling,20,0,1072.0,2012-01-29 06:52:00+00:00,412,1,6,6,521.0,6667.0,10,32,Turning & Milling - Machine 5,2012-01-29 06:52:00+00:00,1761,151,Case32,true
Spur Gear,missing,10,Case39,regular,Turning & Milling - Machine 10,ID4641,S,Machine 10 - Grinding,1,0,463.0,2012-02-13 15:22:00+00:00,922,2,0,15,0.0,0.0,1,34,Turning & Milling - Machine 10,2012-02-13 15:22:00+00:00,1850,158,Case39,true
Spur Gear,missing,10,Case39,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0,0,73.0,2012-02-14 10:13:00+00:00,613,2,1,10,1131.0,1131.0,2,31,Turning & Milling Q.C.,2012-02-14 10:13:00+00:00,1851,158,Case39,true
Spur Gear,missing,10,Case39,regular,Turning & Milling - Machine 10,ID4641,S,Machine 10 - Grinding,1,0,188.0,2012-02-14 11:01:00+00:00,661,2,1,11,48.0,1179.0,3,31,Turning & Milling - Machine 10,2012-02-14 11:01:00+00:00,1852,158,Case39,true
Spur Gear,missing,10,Case39,regular,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,8,0,188.0,2012-02-14 14:10:00+00:00,850,2,1,14,0.0,1368.0,4,28,Turning & Milling - Machine 10,2012-02-14 14:10:00+00:00,1853,158,Case39,true
Spur Gear,missing,10,Case39,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,10,0,50.0,2012-02-14 14:10:00+00:00,850,2,1,14,189.0,1368.0,5,28,Turning & Milling Q.C.,2012-02-14 14:10:00+00:00,1854,158,Case39,true
Spur Gear,missing,10,Case39,regular,Turning & Milling - Machine 10,ID4641,S,Machine 10 - Grinding,0,0,103.0,2012-02-14 15:53:00+00:00,953,2,1,15,103.0,1471.0,6,28,Turning & Milling - Machine 10,2012-02-14 15:53:00+00:00,1855,158,Case39,true
Spur Gear,missing,10,Case39,regular,Turning & Milling - Machine 10,ID4132,S,Machine 10 - Grinding,2,0,300.0,2012-02-14 21:23:00+00:00,1283,2,1,21,330.0,1801.0,7,28,Turning & Milling - Machine 10,2012-02-14 21:23:00+00:00,1856,158,Case39,true
Spur Gear,missing,10,Case39,regular,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,0,0,23.0,2012-02-15 08:12:00+00:00,492,2,2,8,649.0,2450.0,8,29,Turning & Milling - Machine 10,2012-02-15 08:12:00+00:00,1857,158,Case39,true
Spur Gear,missing,10,Case39,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0,0,94.0,2012-02-15 12:50:00+00:00,770,2,2,12,278.0,2728.0,9,30,Turning & Milling Q.C.,2012-02-15 12:50:00+00:00,1858,158,Case39,true
Spur Gear,missing,10,Case39,regular,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,8,0,336.0,2012-02-15 15:23:00+00:00,923,2,2,15,153.0,2881.0,10,29,Turning & Milling - Machine 10,2012-02-15 15:23:00+00:00,1859,158,Case39,true
Spur Gear,missing,10,Case39,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,10,0,89.0,2012-02-16 10:29:00+00:00,629,2,3,10,1146.0,4027.0,11,30,Turning & Milling Q.C.,2012-02-16 10:29:00+00:00,1860,158,Case39,true
Spur Gear,missing,10,Case39,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,10,0,22.0,2012-02-16 11:26:00+00:00,686,2,3,11,57.0,4084.0,12,30,Laser Marking - Machine 7,2012-02-16 11:26:00+00:00,1861,158,Case39,true
Spur Gear,missing,10,Case39,regular,Round Grinding - Q.C.,ID4287,S,Quality Check 1,0,0,67.0,2012-02-19 16:07:00+00:00,967,2,6,16,4601.0,8685.0,13,28,Round Grinding - Q.C.,2012-02-19 16:07:00+00:00,1862,158,Case39,true
Spur Gear,missing,20,Case9,regular,Turning - Machine 9,ID4641,S,Machine 9 - Turning & Milling,0,0,81.0,2012-01-30 15:59:00+00:00,959,1,0,15,0.0,0.0,1,31,Turning - Machine 9,2012-01-30 15:59:00+00:00,2369,210,Case9,false
Spur Gear,missing,20,Case9,regular,Turning - Machine 9,ID3846,S,Machine 9 - Turning & Milling,1,0,87.0,2012-01-30 17:34:00+00:00,1054,1,0,17,95.0,95.0,2,31,Turning - Machine 9,2012-01-30 17:34:00+00:00,2370,210,Case9,false
Spur Gear,missing,20,Case9,regular,Turning - Machine 9,ID3846,D,Machine 9 - Turning & Milling,19,0,208.0,2012-01-30 21:03:00+00:00,1263,1,0,21,209.0,304.0,3,31,Turning - Machine 9,2012-01-30 21:03:00+00:00,2371,210,Case9,false
Spur Gear,missing,20,Case9,regular,Turning Q.C.,ID4618,D,Quality Check 1,20,0,7.0,2012-02-01 07:30:00+00:00,450,2,2,7,2067.0,2371.0,4,33,Turning Q.C.,2012-02-01 07:30:00+00:00,2372,210,Case9,false
Spur Gear,missing,20,Case9,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,0,0,84.0,2012-02-01 11:18:00+00:00,678,2,2,11,228.0,2599.0,5,33,Lapping - Machine 1,2012-02-01 11:18:00+00:00,2373,210,Case9,false
Spur Gear,missing,20,Case9,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,20,0,125.0,2012-02-14 17:18:00+00:00,1038,2,1,17,19080.0,21679.0,6,28,Lapping - Machine 1,2012-02-14 17:18:00+00:00,2374,210,Case9,false
Spur Gear,missing,20,Case9,regular,Round Grinding - Manual,ID4872,S,Machine 27 - Grinding,0,0,71.0,2012-02-16 08:09:00+00:00,489,2,3,8,2331.0,24010.0,7,30,Round Grinding - Manual,2012-02-16 08:09:00+00:00,2375,210,Case9,false
Spur Gear,missing,20,Case9,regular,Round Grinding - Manual,ID4872,D,Machine 27 - Grinding,20,0,182.0,2012-02-16 11:11:00+00:00,671,2,3,11,182.0,24192.0,8,30,Round Grinding - Manual,2012-02-16 11:11:00+00:00,2376,210,Case9,false
Spur Gear,missing,20,Case9,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,20,0,1.0,2012-02-16 11:30:00+00:00,690,2,3,11,19.0,24211.0,9,30,Laser Marking - Machine 7,2012-02-16 11:30:00+00:00,2377,210,Case9,false
Spur Gear,missing,20,Case9,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0,0,100.0,2012-02-19 15:00:00+00:00,900,2,6,15,4530.0,28741.0,10,28,Final Inspection Q.C.,2012-02-19 15:00:00+00:00,2378,210,Case9,false
Spur Gear,missing,20,Case9,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,20,0,1.0,2012-02-20 09:08:00+00:00,548,2,0,9,1088.0,29829.0,11,28,Final Inspection Q.C.,2012-02-20 09:08:00+00:00,2379,210,Case9,false
Spur Gear,missing,20,Case9,regular,Packing,ID4820,D,Packing,20,0,60.0,2012-02-21 01:00:00+00:00,60,2,1,1,952.0,30781.0,12,26,Packing,2012-02-21 01:00:00+00:00,2380,210,Case9,false
Ballnut,missing,75,Case52,regular,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,13,0,87.0,2012-02-09 06:36:00+00:00,396,2,3,6,0.0,0.0,1,36,Turning & Milling - Machine 8,2012-02-09 06:36:00+00:00,1991,172,Case52,false
Ballnut,missing,75,Case52,regular,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,0,0,130.0,2012-02-21 15:38:00+00:00,938,2,1,15,17822.0,17822.0,2,25,Turning & Milling - Machine 8,2012-02-21 15:38:00+00:00,1992,172,Case52,false
Ballnut,missing,75,Case52,regular,Turning & Milling - Machine 8,ID4219,B,Machine 8 - Turning & Milling,0,0,92.0,2012-02-21 17:11:00+00:00,1031,2,1,17,93.0,17915.0,3,26,Turning & Milling - Machine 8,2012-02-21 17:11:00+00:00,1993,172,Case52,false
Ballnut,missing,75,Case52,regular,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,0,0,47.0,2012-02-21 17:58:00+00:00,1078,2,1,17,47.0,17962.0,4,26,Turning & Milling - Machine 8,2012-02-21 17:58:00+00:00,1994,172,Case52,false
Ballnut,missing,75,Case52,regular,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,1,0,147.0,2012-02-22 09:19:00+00:00,559,2,2,9,921.0,18883.0,5,26,Turning & Milling - Machine 8,2012-02-22 09:19:00+00:00,1995,172,Case52,false
Ballnut,missing,75,Case52,regular,Turning & Milling - Machine 8,ID4219,B,Machine 8 - Turning & Milling,0,0,22.0,2012-02-22 09:42:00+00:00,582,2,2,9,23.0,18906.0,6,26,Turning & Milling - Machine 8,2012-02-22 09:42:00+00:00,1996,172,Case52,false
Ballnut,missing,75,Case52,regular,Turning & Milling - Machine 8,ID4219,D,Machine 8 - Turning & Milling,43,0,500.0,2012-02-22 18:02:00+00:00,1082,2,2,18,500.0,19406.0,7,28,Turning & Milling - Machine 8,2012-02-22 18:02:00+00:00,1997,172,Case52,false
Ballnut,missing,75,Case52,regular,Turning & Milling - Machine 8,ID4219,D,Machine 8 - Turning & Milling,18,0,234.0,2012-02-23 10:43:00+00:00,643,2,3,10,1001.0,20407.0,8,25,Turning & Milling - Machine 8,2012-02-23 10:43:00+00:00,1998,172,Case52,false
Ballnut,missing,75,Case52,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,75,0,75.0,2012-02-24 11:46:00+00:00,706,2,4,11,1503.0,21910.0,9,25,Turning & Milling Q.C.,2012-02-24 11:46:00+00:00,1999,172,Case52,false
Ballnut,missing,75,Case52,regular,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,75,0,95.0,2012-02-24 12:08:00+00:00,728,2,4,12,22.0,21932.0,10,25,Flat Grinding - Machine 11,2012-02-24 12:08:00+00:00,2000,172,Case52,false
Ballnut,missing,75,Case52,regular,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,0,0,1.0,2012-02-26 06:52:00+00:00,412,2,6,6,2564.0,24496.0,11,25,Laser Marking - Machine 7,2012-02-26 06:52:00+00:00,2001,172,Case52,false
Ballnut,missing,75,Case52,regular,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,75,0,40.0,2012-02-26 11:21:00+00:00,681,2,6,11,269.0,24765.0,12,24,Laser Marking - Machine 7,2012-02-26 11:21:00+00:00,2002,172,Case52,false
Ballnut,missing,75,Case52,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,128.0,2012-02-26 18:01:00+00:00,1081,2,6,18,400.0,25165.0,13,23,Final Inspection Q.C.,2012-02-26 18:01:00+00:00,2003,172,Case52,false
Ballnut,missing,75,Case52,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,75,0,1.0,2012-02-27 14:15:00+00:00,855,2,0,14,1214.0,26379.0,14,21,Final Inspection Q.C.,2012-02-27 14:15:00+00:00,2004,172,Case52,false
Ballnut,missing,75,Case52,regular,Packing,ID4820,D,Packing,42,0,60.0,2012-02-28 01:00:00+00:00,60,2,1,1,645.0,27024.0,15,23,Packing,2012-02-28 01:00:00+00:00,2005,172,Case52,false
Ballnut,missing,75,Case52,regular,Packing,ID4820,D,Packing,33,0,60.0,2012-02-29 01:00:00+00:00,60,2,2,1,1440.0,28464.0,16,18,Packing,2012-02-29 01:00:00+00:00,2006,172,Case52,false
Spur Gear,missing,225,Case254,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,225,0,120.0,2012-01-02 12:15:00+00:00,735,1,0,12,0.0,0.0,1,5,Laser Marking - Machine 7,2012-01-02 12:15:00+00:00,1347,123,Case254,true
Spur Gear,missing,225,Case254,regular,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,100,0,120.0,2012-01-02 16:00:00+00:00,960,1,0,16,225.0,225.0,2,8,Flat Grinding - Machine 11,2012-01-02 16:00:00+00:00,1348,123,Case254,true
Spur Gear,missing,225,Case254,regular,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,50,0,79.0,2012-01-03 18:23:00+00:00,1103,1,1,18,1583.0,1808.0,3,18,Flat Grinding - Machine 11,2012-01-03 18:23:00+00:00,1349,123,Case254,true
Spur Gear,missing,225,Case254,regular,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,75,0,86.0,2012-01-04 11:54:00+00:00,714,1,2,11,1051.0,2859.0,4,19,Flat Grinding - Machine 11,2012-01-04 11:54:00+00:00,1350,123,Case254,true
Spur Gear,missing,225,Case254,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,31.0,2012-01-04 15:57:00+00:00,957,1,2,15,243.0,3102.0,5,20,Final Inspection Q.C.,2012-01-04 15:57:00+00:00,1351,123,Case254,true
Spur Gear,missing,225,Case254,regular,Packing,ID4820,D,Packing,225,0,60.0,2012-01-06 01:00:00+00:00,60,1,4,1,1983.0,5085.0,6,20,Packing,2012-01-06 01:00:00+00:00,1352,123,Case254,true
Spur Gear,missing,225,Case254,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,225,0,1.0,2012-01-06 10:25:00+00:00,625,1,4,10,565.0,5650.0,7,20,Final Inspection Q.C.,2012-01-06 10:25:00+00:00,1353,123,Case254,true
Ballnut,missing,10,Case228,deviant,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,10,0,76.0,2012-01-04 10:51:00+00:00,651,1,2,10,0.0,0.0,1,19,Turning & Milling - Machine 8,2012-01-04 10:51:00+00:00,1102,96,Case228,true
Ballnut,missing,10,Case228,deviant,Turning & Milling - Machine 8,ID0997,S,Machine 8 - Turning & Milling,0,0,60.0,2012-01-09 11:30:00+00:00,690,1,0,11,7239.0,7239.0,2,30,Turning & Milling - Machine 8,2012-01-09 11:30:00+00:00,1103,96,Case228,true
Ballnut,missing,10,Case228,deviant,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,9,0,60.0,2012-01-09 12:30:00+00:00,750,1,0,12,60.0,7299.0,3,29,Turning & Milling - Machine 8,2012-01-09 12:30:00+00:00,1104,96,Case228,true
Cable Head,missing,247,Case139,regular,Round Grinding - Q.C.,ID4493,D,Quality Check 1,245,0,62.0,2012-03-15 07:45:00+00:00,465,3,3,7,0.0,0.0,1,22,Round Grinding - Q.C.,2012-03-15 07:45:00+00:00,401,41,Case139,true
Ballnut,missing,16,Case241,deviant,Turning & Milling - Machine 6,ID4429,S,Machine 6 - Turning & Milling,0,0,75.0,2012-01-16 01:15:00+00:00,75,1,0,1,0.0,0.0,1,28,Turning & Milling - Machine 6,2012-01-16 01:15:00+00:00,1212,110,Case241,true
Ballnut,missing,16,Case241,deviant,Turning & Milling - Machine 6,ID4429,S,Machine 6 - Turning & Milling,0,0,75.0,2012-01-17 01:15:00+00:00,75,1,1,1,1440.0,1440.0,2,32,Turning & Milling - Machine 6,2012-01-17 01:15:00+00:00,1213,110,Case241,true
Ballnut,missing,16,Case241,deviant,Turning & Milling - Machine 6,ID4167,S,Machine 6 - Turning & Milling,1,0,211.0,2012-01-22 23:34:00+00:00,1414,1,6,23,8539.0,9979.0,3,33,Turning & Milling - Machine 6,2012-01-22 23:34:00+00:00,1214,110,Case241,true
Bearing,missing,163,Case240,deviant,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,0,0,218.0,2012-02-01 07:00:00+00:00,420,2,2,7,0.0,0.0,1,33,Turning & Milling - Machine 6,2012-02-01 07:00:00+00:00,1198,109,Case240,true
Bearing,missing,163,Case240,deviant,Turning & Milling - Machine 6,ID4529,S,Machine 6 - Turning & Milling,1,0,479.0,2012-02-01 15:01:00+00:00,901,2,2,15,481.0,481.0,2,32,Turning & Milling - Machine 6,2012-02-01 15:01:00+00:00,1199,109,Case240,true
Bearing,missing,163,Case240,deviant,Turning & Milling - Machine 6,ID4429,D,Machine 6 - Turning & Milling,16,0,190.0,2012-02-01 19:54:00+00:00,1194,2,2,19,293.0,774.0,3,32,Turning & Milling - Machine 6,2012-02-01 19:54:00+00:00,1200,109,Case240,true
Bearing,missing,163,Case240,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,52,0,651.0,2012-02-02 06:47:00+00:00,407,2,3,6,653.0,1427.0,4,33,Turning & Milling - Machine 6,2012-02-02 06:47:00+00:00,1201,109,Case240,true
Bearing,missing,163,Case240,deviant,Turning & Milling - Machine 6,ID4529,D,Machine 6 - Turning & Milling,40,0,526.0,2012-02-02 15:46:00+00:00,946,2,3,15,539.0,1966.0,5,34,Turning & Milling - Machine 6,2012-02-02 15:46:00+00:00,1202,109,Case240,true
